date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:27:17	140210/140210	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbd0f2ad2c3dc45fcbb86d48a1db29b%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/93656207-6962d937f42f86aa.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/93656207-6962d937f42f86aa.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:17	830/830	---M--	200	added ('OK')	application/javascript	etag:%22b7d785fed4df9ebccae8495bef808cab%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/69bd6bf3-88c746692a1d8773.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/69bd6bf3-88c746692a1d8773.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:18	42877/42877	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a6805b961380cfa50afbb45aaa45f615%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/b4d7d80c-dc26c0450c1621b0.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/b4d7d80c-dc26c0450c1621b0.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:18	26846/26846	---MCZ	200	added ('OK')	application/javascript	etag:W/%226874814d1ece451acfed847f75ba0d78%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/ad54e6ef-55f87a7c41967537.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/ad54e6ef-55f87a7c41967537.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:18	6744/6744	---MCZ	200	added ('OK')	application/javascript	etag:W/%2271c617b077990326fc7ce8aedc86d167%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/8c469d57-01270d564a0c2de6.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/8c469d57-01270d564a0c2de6.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:18	69797/69797	---MCZ	200	added ('OK')	application/javascript	etag:W/%229c0cf733df634be17ac21c753df511b0%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/2edb282b-c727a725ba9cab5d.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/2edb282b-c727a725ba9cab5d.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:18	141397/141397	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ff18cd50f8bd4c1119e1fd439df5b9c4%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/998ccc15-d28324c84824644b.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/998ccc15-d28324c84824644b.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:19	312591/312591	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bccb4501b83be0725b5da68b3b05e7be%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/b13ba9de-693ee4b2b0cb0b28.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/b13ba9de-693ee4b2b0cb0b28.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:19	58975/58975	---MCZ	200	added ('OK')	application/javascript	etag:W/%22791fa8494df5df1cc4e41d80e529657a%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/91bbf309-5c179abc252f882a.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/91bbf309-5c179abc252f882a.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:19	93154/93154	---MCZ	200	added ('OK')	application/javascript	etag:W/%22394aa8029bf2fddbf10f1155785d3809%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/b155a556-6148ef733345726d.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/b155a556-6148ef733345726d.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:19	105351/105351	---MCZ	200	added ('OK')	application/javascript	etag:W/%226833cbbcd4857f09acea1cafea97eca8%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/d08a6a05-cd94e662b24272fc.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/d08a6a05-cd94e662b24272fc.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:19	55326/55326	---MCZ	200	added ('OK')	application/javascript	etag:W/%222b6ee10c6760be5b7e17704ca2f03a49%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/9b583bcd-e94a9f27afcc219c.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/9b583bcd-e94a9f27afcc219c.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:20	63730/63730	---MCZ	200	added ('OK')	application/javascript	etag:W/%223ad239a07f6212eff7f623a0faa75aa6%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/1035ef44-a82a0e0646431fa5.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/1035ef44-a82a0e0646431fa5.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:20	59477/59477	---MCZ	200	added ('OK')	application/javascript	etag:W/%2275f86002be02a2682dc61b020ea94352%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/b779bb5e-2c5b28feb2f04471.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/b779bb5e-2c5b28feb2f04471.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:20	58271/58271	---MCZ	200	added ('OK')	application/javascript	etag:W/%22944078da1c42d75e97511129c3e22c8e%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/a29ae703-7accb437ac3a87e9.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/a29ae703-7accb437ac3a87e9.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:20	2989750/2989750	---MCZ	200	added ('OK')	application/javascript	etag:W/%2250ac7c4a07cba2cd91d8e2904420adc6%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/3645-cf2668d75ddd2ab5.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/3645-cf2668d75ddd2ab5.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:21	2990571/2990571	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a0781054ca580da1c356db19134b9c1a%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/4697-f11b7075717c1c50.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/4697-f11b7075717c1c50.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:22	927/927	---M--	200	added ('OK')	application/javascript	etag:%220cd639fefdf1468ac7ca0eee67a932fc%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/pages/published/%5BdocId%5D-87bd58dc644d8dad.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/chunks/pages/published/[docId]-87bd58dc644d8dad.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:22	13393/13393	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c7237aedea0c9092f1a8c2e2252c7b56%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/nX72CCBcDFrSfc8m9nrMj/_buildManifest.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/nX72CCBcDFrSfc8m9nrMj/_buildManifest.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:22	148/148	---M--	200	added ('OK')	application/javascript	etag:%2204987fc48c39f077c58c57c1c1245e1f%22	https://assets.gammahosted.com/ftjr2j5y9/_next/static/nX72CCBcDFrSfc8m9nrMj/_ssgManifest.js	C:/My%20Web%20Sites/Gamma/assets.gammahosted.com/ftjr2j5y9/_next/static/nX72CCBcDFrSfc8m9nrMj/_ssgManifest.js	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:22	152/152	---M--	400	error ('Bad%20Request')	text/plain	date:Wed,%2019%20Mar%202025%2011:27:21%20GMT	https://imgproxy.gamma.app/resize/quality/resizing_type:fit/width:400/blur:50/https://brewminate.com/wp-content/uploads/2020/04/042320-40-History-Art-England-Britain-Tea.jpg	C:/My%20Web%20Sites/Gamma/imgproxy.gamma.app/resize/quality/resizing_type_fit/width_400/blur_50/https_/brewminate.com/wp-content/uploads/2020/04/042320-40-History-Art-England-Britain-Tea.1c.delayed	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:23	139/139	---M--	400	error ('Bad%20Request')	text/plain	date:Wed,%2019%20Mar%202025%2011:27:21%20GMT	https://imgproxy.gamma.app/resize/quality/resizing_type:fit/width:2000/https://cdn.gamma.app/tl356qs37yzqtl2/3fa5a7df703c4b57a6f10070dd41917c/original/image.png	C:/My%20Web%20Sites/Gamma/imgproxy.gamma.app/resize/quality/resizing_type_fit/width_2000/https_/cdn.gamma.app/tl356qs37yzqtl2/3fa5a7df703c4b57a6f10070dd41917c/original/image.png	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:23	147/147	---M--	400	error ('Bad%20Request')	text/plain	date:Wed,%2019%20Mar%202025%2011:27:22%20GMT	https://imgproxy.gamma.app/resize/quality/resizing_type:fit/width:1200/https://cdn.gamma.app/tl356qs37yzqtl2/a7b1062070ea458da2cb70239f1fe76d/original/maxresdefault.jpg	C:/My%20Web%20Sites/Gamma/imgproxy.gamma.app/resize/quality/resizing_type_fit/width_1200/https_/cdn.gamma.app/tl356qs37yzqtl2/a7b1062070ea458da2cb70239f1fe76d/original/maxresdefault.jpg	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
12:27:23	31551/31551	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Mar%202025%2011:11:24%20GMT	https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/syllab.ai	C:/My%20Web%20Sites/Gamma/olympe-de-gouges-ein-vor-uavx5h6.gamma.site/syllab.ai	(from https://olympe-de-gouges-ein-vor-uavx5h6.gamma.site/)
